10302	2014-09-10	76	4	2014-12-31
10303	2014-09-11	30	7	2014-12-31
10304	2014-09-12	80	1	2014-12-31
10305	2014-09-13	55	8	2014-12-31
10306	2014-09-16	69	1	2014-12-31
10307	2014-09-17	48	2	2014-12-31
10308	2014-09-18	2	7	2014-12-31
10309	2014-09-19	37	3	2014-12-31
10310	2014-09-20	77	8	2014-12-31
10311	2014-09-20	18	1	2014-12-31
10312	2014-09-23	86	2	2014-12-31
10313	2014-09-24	63	2	2014-12-31
10314	2014-09-25	65	1	2014-12-31
10315	2014-09-26	38	4	2014-12-31
10316	2014-09-27	65	1	2014-12-31
10317	2014-09-30	48	6	2014-12-31
10318	2014-10-01	38	8	2014-12-31
10319	2014-10-02	80	7	2014-12-31
10320	2014-10-03	87	5	2014-12-31
10321	2014-10-03	38	3	2014-12-31
10322	2014-10-04	58	7	2014-12-31
10323	2014-10-07	39	4	2014-12-31
10324	2014-10-08	71	9	2014-12-31
10325	2014-10-09	39	1	2014-12-31
10326	2014-10-10	8	4	2014-12-31
10327	2014-10-11	24	2	2014-12-31
10328	2014-10-14	28	4	2014-12-31
10329	2014-10-15	75	4	2014-12-31
10330	2014-10-16	46	3	2014-12-31
10331	2014-10-16	9	9	2014-12-31
10332	2014-10-17	51	3	2014-12-31
10333	2014-10-18	87	5	2014-12-31
10334	2014-10-21	84	8	2014-12-31
10335	2014-10-22	37	7	2014-12-31
10336	2014-10-23	60	7	2014-12-31
10337	2014-10-24	25	4	2014-12-31
10338	2014-10-25	55	4	2014-12-31
10339	2014-10-28	51	2	2014-12-31
10340	2014-10-29	9	1	2014-12-31
10341	2014-10-29	73	7	2014-12-31
10342	2014-10-30	25	4	2014-12-31
10343	2014-10-31	44	4	2014-12-31
10344	2014-11-01	89	4	2014-12-31
10345	2014-11-04	63	2	2014-12-31
10346	2014-11-05	65	3	2014-12-31
10347	2014-11-06	21	4	2014-12-31
10348	2014-11-07	86	4	2014-12-31
10349	2014-11-08	75	7	2014-12-31
10350	2014-11-11	41	6	2014-12-31
10351	2014-11-11	20	1	2014-12-31
10352	2014-11-12	28	3	2014-12-31
10353	2014-11-13	59	7	2014-12-31
10354	2014-11-14	58	8	2014-12-31
10355	2014-11-15	4	6	2014-12-31
10356	2014-11-18	86	6	2014-12-31
10357	2014-11-19	46	1	2014-12-31
10358	2014-11-20	41	5	2014-12-31
10359	2014-11-21	72	5	2014-12-31
10360	2014-11-22	7	4	2014-12-31
10361	2014-11-22	63	1	2014-12-31
10362	2014-11-25	9	3	2014-12-31
10363	2014-11-26	17	4	2014-12-31
10364	2014-11-26	19	1	2014-12-31
10365	2014-11-27	3	3	2014-12-31
10366	2014-11-28	29	8	2014-12-31
10367	2014-11-28	83	7	2014-12-31
10368	2014-11-29	20	2	2014-12-31
10369	2014-12-02	75	8	2014-12-31
10370	2014-12-03	14	6	2014-12-31
10371	2014-12-03	41	1	2014-12-31
10372	2014-12-04	62	5	2014-12-31
10373	2014-12-05	37	4	2014-12-31
10374	2014-12-05	91	1	2014-12-31
10375	2014-12-06	36	3	2014-12-31
10376	2014-12-09	51	1	2014-12-31
10377	2014-12-09	72	1	2014-12-31
10378	2014-12-10	24	5	2014-12-31
10379	2014-12-11	61	2	2014-12-31
10380	2014-12-12	37	8	2014-12-31
10381	2014-12-12	46	3	2014-12-31
10382	2014-12-13	20	4	2014-12-31
10383	2014-12-16	4	8	2014-12-31
10384	2014-12-16	5	3	2014-12-31
10385	2014-12-17	75	1	2014-12-31
10386	2014-12-18	21	9	2014-12-31
10387	2014-12-18	70	1	2014-12-31
10388	2014-12-19	72	2	2014-12-31
10389	2014-12-20	10	4	2014-12-31
10390	2014-12-23	20	6	2014-12-31
10391	2014-12-23	17	3	2014-12-31
10392	2014-12-24	59	2	2014-12-31
10393	2014-12-25	71	1	2014-12-31
10394	2014-12-25	36	1	2014-12-31
10395	2014-12-26	35	6	2014-12-31
10396	2014-12-27	25	1	2014-12-31
10397	2014-12-27	60	5	2014-12-31
10398	2014-12-30	71	2	2014-12-31
10399	2014-12-31	83	8	2014-12-31
10400	2015-01-01	19	1	2015-12-31
10401	2015-01-01	65	1	2015-12-31
10402	2015-01-02	20	8	2015-12-31
10403	2015-01-03	20	4	2015-12-31
10404	2015-01-03	49	2	2015-12-31
10405	2015-01-06	47	1	2015-12-31
10406	2015-01-07	62	7	2015-12-31
10407	2015-01-07	56	2	2015-12-31
10408	2015-01-08	23	8	2015-12-31
10409	2015-01-09	54	3	2015-12-31
10410	2015-01-10	10	3	2015-12-31
10411	2015-01-10	10	9	2015-12-31
10412	2015-01-13	87	8	2015-12-31
10413	2015-01-14	41	3	2015-12-31
10414	2015-01-14	21	2	2015-12-31
10415	2015-01-15	36	3	2015-12-31
10416	2015-01-16	87	8	2015-12-31
10417	2015-01-16	73	4	2015-12-31
10418	2015-01-17	63	4	2015-12-31
10419	2015-01-20	68	4	2015-12-31
10420	2015-01-21	88	3	2015-12-31
10421	2015-01-21	61	8	2015-12-31
10422	2015-01-22	27	2	2015-12-31
10423	2015-01-23	31	6	2015-12-31
10424	2015-01-23	51	7	2015-12-31
10425	2015-01-24	41	6	2015-12-31
10426	2015-01-27	29	4	2015-12-31
10427	2015-01-27	59	4	2015-12-31
10428	2015-01-28	66	7	2015-12-31
10429	2015-01-29	37	3	2015-12-31
10430	2015-01-30	20	4	2015-12-31
10431	2015-01-30	10	4	2015-12-31
10432	2015-01-31	75	3	2015-12-31
10433	2015-02-03	60	3	2015-12-31
10434	2015-02-03	24	3	2015-12-31
10435	2015-02-04	16	8	2015-12-31
10436	2015-02-05	7	3	2015-12-31
10437	2015-02-05	87	8	2015-12-31
10438	2015-02-06	79	3	2015-12-31
10439	2015-02-07	51	6	2015-12-31
10440	2015-02-10	71	4	2015-12-31
10441	2015-02-10	55	3	2015-12-31
10442	2015-02-11	20	3	2015-12-31
10443	2015-02-12	66	8	2015-12-31
10444	2015-02-12	5	3	2015-12-31
10445	2015-02-13	5	3	2015-12-31
10446	2015-02-14	79	6	2015-12-31
10447	2015-02-14	67	4	2015-12-31
10448	2015-02-17	64	4	2015-12-31
10449	2015-02-18	7	3	2015-12-31
10450	2015-02-19	84	8	2015-12-31
10451	2015-02-19	63	4	2015-12-31
10452	2015-02-20	71	8	2015-12-31
10453	2015-02-21	4	1	2015-12-31
10454	2015-02-21	41	4	2015-12-31
10455	2015-02-24	87	8	2015-12-31
10456	2015-02-25	39	8	2015-12-31
10457	2015-02-25	39	2	2015-12-31
10458	2015-02-26	76	7	2015-12-31
10459	2015-02-27	84	4	2015-12-31
10460	2015-02-28	24	8	2015-12-31
10461	2015-02-28	46	1	2015-12-31
10462	2015-03-03	16	2	2015-12-31
10463	2015-03-04	76	5	2015-12-31
10464	2015-03-04	28	4	2015-12-31
10465	2015-03-05	83	1	2015-12-31
10466	2015-03-06	15	4	2015-12-31
10467	2015-03-06	49	8	2015-12-31
10468	2015-03-07	39	3	2015-12-31
10469	2015-03-10	89	1	2015-12-31
10470	2015-03-11	9	4	2015-12-31
10471	2015-03-11	11	2	2015-12-31
10472	2015-03-12	72	8	2015-12-31
10473	2015-03-13	38	1	2015-12-31
10474	2015-03-13	58	5	2015-12-31
10475	2015-03-14	76	9	2015-12-31
10476	2015-03-17	35	8	2015-12-31
10477	2015-03-17	60	5	2015-12-31
10478	2015-03-18	84	2	2015-12-31
10479	2015-03-19	65	3	2015-12-31
10480	2015-03-20	23	6	2015-12-31
10481	2015-03-20	67	8	2015-12-31
10482	2015-03-21	43	1	2015-12-31
10483	2015-03-24	89	7	2015-12-31
10484	2015-03-24	11	3	2015-12-31
10485	2015-03-25	47	4	2015-12-31
10486	2015-03-26	35	1	2015-12-31
10487	2015-03-26	62	2	2015-12-31
10488	2015-03-27	25	8	2015-12-31
10489	2015-03-28	59	6	2015-12-31
10490	2015-03-31	35	7	2015-12-31
10491	2015-03-31	28	8	2015-12-31
10492	2015-04-01	10	3	2015-12-31
10493	2015-04-02	41	4	2015-12-31
10494	2015-04-02	15	4	2015-12-31
10495	2015-04-03	42	3	2015-12-31
10496	2015-04-04	81	7	2015-12-31
10497	2015-04-04	44	7	2015-12-31
10498	2015-04-07	35	8	2015-12-31
10499	2015-04-08	46	4	2015-12-31
10500	2015-04-09	41	6	2015-12-31
10501	2015-04-09	6	9	2015-12-31
10502	2015-04-10	58	2	2015-12-31
10503	2015-04-11	37	6	2015-12-31
10504	2015-04-11	89	4	2015-12-31
10505	2015-04-14	51	3	2015-12-31
10506	2015-04-15	39	9	2015-12-31
10507	2015-04-15	3	7	2015-12-31
10508	2015-04-16	56	1	2015-12-31
10509	2015-04-17	6	4	2015-12-31
10510	2015-04-18	71	6	2015-12-31
10511	2015-04-18	9	4	2015-12-31
10512	2015-04-21	21	7	2015-12-31
10513	2015-04-22	86	7	2015-12-31
10514	2015-04-22	20	3	2015-12-31
10515	2015-04-23	63	2	2015-12-31
10516	2015-04-24	37	2	2015-12-31
10517	2015-04-24	53	3	2015-12-31
10518	2015-04-25	80	4	2015-12-31
10519	2015-04-28	14	6	2015-12-31
10520	2015-04-29	70	7	2015-12-31
10521	2015-04-29	12	8	2015-12-31
10522	2015-04-30	44	4	2015-12-31
10523	2015-05-01	72	7	2015-12-31
10524	2015-05-01	5	1	2015-12-31
10525	2015-05-02	9	1	2015-12-31
10526	2015-05-05	87	4	2015-12-31
10527	2015-05-05	63	7	2015-12-31
10528	2015-05-06	32	6	2015-12-31
10529	2015-05-07	50	5	2015-12-31
10530	2015-05-08	59	3	2015-12-31
10531	2015-05-08	54	7	2015-12-31
10532	2015-05-09	19	7	2015-12-31
10533	2015-05-12	24	8	2015-12-31
10534	2015-05-12	44	8	2015-12-31
10535	2015-05-13	3	4	2015-12-31
10536	2015-05-14	44	3	2015-12-31
10537	2015-05-14	68	1	2015-12-31
10538	2015-05-15	11	9	2015-12-31
10539	2015-05-16	11	6	2015-12-31
10540	2015-05-19	63	3	2015-12-31
10541	2015-05-19	34	2	2015-12-31
10542	2015-05-20	39	1	2015-12-31
10543	2015-05-21	46	8	2015-12-31
10544	2015-05-21	48	4	2015-12-31
10545	2015-05-22	43	8	2015-12-31
10546	2015-05-23	84	1	2015-12-31
10547	2015-05-23	72	3	2015-12-31
10548	2015-05-26	79	3	2015-12-31
10549	2015-05-27	63	5	2015-12-31
10550	2015-05-28	30	7	2015-12-31
10551	2015-05-28	28	4	2015-12-31
10552	2015-05-29	35	2	2015-12-31
10553	2015-05-30	87	2	2015-12-31
10554	2015-05-30	56	4	2015-12-31
10555	2015-06-02	71	6	2015-12-31
10556	2015-06-03	73	2	2015-12-31
10557	2015-06-03	44	9	2015-12-31
10558	2015-06-04	4	1	2015-12-31
10559	2015-06-05	7	6	2015-12-31
10560	2015-06-06	25	8	2015-12-31
10561	2015-06-06	24	2	2015-12-31
10562	2015-06-09	66	1	2015-12-31
10563	2015-06-10	67	2	2015-12-31
10564	2015-06-10	65	4	2015-12-31
10565	2015-06-11	51	8	2015-12-31
10566	2015-06-12	7	9	2015-12-31
10567	2015-06-12	37	1	2015-12-31
10568	2015-06-13	29	3	2015-12-31
10569	2015-06-16	65	5	2015-12-31
10570	2015-06-17	51	3	2015-12-31
10571	2015-06-17	20	8	2015-12-31
10572	2015-06-18	5	3	2015-12-31
10573	2015-06-19	3	7	2015-12-31
10574	2015-06-19	82	4	2015-12-31
10575	2015-06-20	52	5	2015-12-31
10576	2015-06-23	80	3	2015-12-31
10577	2015-06-23	82	9	2015-12-31
10578	2015-06-24	11	4	2015-12-31
10579	2015-06-25	45	1	2015-12-31
10580	2015-06-26	56	4	2015-12-31
10581	2015-06-26	21	3	2015-12-31
10582	2015-06-27	6	3	2015-12-31
10583	2015-06-30	87	2	2015-12-31
10584	2015-06-30	7	4	2015-12-31
10585	2015-07-01	88	7	2015-12-31
10586	2015-07-02	66	9	2015-12-31
10587	2015-07-02	61	1	2015-12-31
10588	2015-07-03	63	2	2015-12-31
10589	2015-07-04	32	8	2015-12-31
10590	2015-07-07	51	4	2015-12-31
10591	2015-07-07	83	1	2015-12-31
10592	2015-07-08	44	3	2015-12-31
10593	2015-07-09	44	7	2015-12-31
10594	2015-07-09	55	3	2015-12-31
10595	2015-07-10	20	2	2015-12-31
10596	2015-07-11	89	8	2015-12-31
10597	2015-07-11	59	7	2015-12-31
10598	2015-07-14	65	1	2015-12-31
10599	2015-07-15	11	6	2015-12-31
10600	2015-07-16	36	4	2015-12-31
10601	2015-07-16	35	7	2015-12-31
10602	2015-07-17	83	8	2015-12-31
10603	2015-07-18	71	8	2015-12-31
10604	2015-07-18	28	1	2015-12-31
10605	2015-07-21	51	1	2015-12-31
10606	2015-07-22	81	4	2015-12-31
10607	2015-07-22	71	5	2015-12-31
10608	2015-07-23	79	4	2015-12-31
10609	2015-07-24	18	7	2015-12-31
10610	2015-07-25	41	8	2015-12-31
10611	2015-07-25	91	6	2015-12-31
10612	2015-07-28	71	1	2015-12-31
10613	2015-07-29	35	4	2015-12-31
10614	2015-07-29	6	8	2015-12-31
10615	2015-07-30	90	2	2015-12-31
10616	2015-07-31	32	1	2015-12-31
10617	2015-07-31	32	4	2015-12-31
10618	2015-08-01	51	1	2015-12-31
10619	2015-08-04	51	3	2015-12-31
10620	2015-08-05	42	2	2015-12-31
10621	2015-08-05	38	4	2015-12-31
10622	2015-08-06	67	4	2015-12-31
10623	2015-08-07	25	8	2015-12-31
10624	2015-08-07	78	4	2015-12-31
10625	2015-08-08	2	3	2015-12-31
10626	2015-08-11	5	1	2015-12-31
10627	2015-08-11	71	8	2015-12-31
10628	2015-08-12	7	4	2015-12-31
10629	2015-08-12	30	4	2015-12-31
10630	2015-08-13	39	1	2015-12-31
10631	2015-08-14	41	8	2015-12-31
10632	2015-08-14	86	8	2015-12-31
10633	2015-08-15	20	7	2015-12-31
10634	2015-08-15	23	4	2015-12-31
10635	2015-08-18	49	8	2015-12-31
10636	2015-08-19	87	4	2015-12-31
10637	2015-08-19	62	6	2015-12-31
10638	2015-08-20	47	3	2015-12-31
10639	2015-08-20	70	7	2015-12-31
10640	2015-08-21	86	4	2015-12-31
10641	2015-08-22	35	4	2015-12-31
10642	2015-08-22	73	7	2015-12-31
10643	2015-08-25	1	6	2015-12-31
10644	2015-08-25	88	3	2015-12-31
10645	2015-08-26	34	4	2015-12-31
10646	2015-08-27	37	9	2015-12-31
10647	2015-08-27	61	4	2015-12-31
10648	2015-08-28	67	5	2015-12-31
10649	2015-08-28	50	5	2015-12-31
10650	2015-08-29	21	5	2015-12-31
10651	2015-09-01	86	8	2015-12-31
10652	2015-09-01	31	4	2015-12-31
10653	2015-09-02	25	1	2015-12-31
10654	2015-09-02	5	5	2015-12-31
10655	2015-09-03	66	1	2015-12-31
10656	2015-09-04	32	6	2015-12-31
10657	2015-09-04	71	2	2015-12-31
10658	2015-09-05	63	4	2015-12-31
10659	2015-09-05	62	7	2015-12-31
10660	2015-09-08	36	8	2015-12-31
10661	2015-09-09	37	7	2015-12-31
10662	2015-09-09	48	3	2015-12-31
10663	2015-09-10	9	2	2015-12-31
10664	2015-09-10	28	1	2015-12-31
10665	2015-09-11	48	1	2015-12-31
10666	2015-09-12	68	7	2015-12-31
10667	2015-09-12	20	7	2015-12-31
10668	2015-09-15	86	1	2015-12-31
10669	2015-09-15	73	2	2015-12-31
10670	2015-09-16	25	4	2015-12-31
10671	2015-09-17	26	1	2015-12-31
10672	2015-09-17	5	9	2015-12-31
10673	2015-09-18	90	2	2015-12-31
10674	2015-09-18	38	4	2015-12-31
10675	2015-09-19	25	5	2015-12-31
10676	2015-09-22	80	2	2015-12-31
10677	2015-09-22	3	1	2015-12-31
10678	2015-09-23	71	7	2015-12-31
10679	2015-09-23	7	8	2015-12-31
10680	2015-09-24	55	1	2015-12-31
10681	2015-09-25	32	3	2015-12-31
10682	2015-09-25	3	3	2015-12-31
10683	2015-09-26	18	2	2015-12-31
10684	2015-09-26	56	3	2015-12-31
10685	2015-09-29	31	4	2015-12-31
10686	2015-09-30	59	2	2015-12-31
10687	2015-09-30	37	9	2015-12-31
10688	2015-10-01	83	4	2015-12-31
10689	2015-10-01	5	1	2015-12-31
10690	2015-10-02	34	1	2015-12-31
10691	2015-10-03	63	2	2015-12-31
10692	2015-10-03	1	4	2015-12-31
10693	2015-10-06	89	3	2015-12-31
10694	2015-10-06	63	8	2015-12-31
10695	2015-10-07	90	7	2015-12-31
10696	2015-10-08	89	8	2015-12-31
10697	2015-10-08	47	3	2015-12-31
10698	2015-10-09	20	4	2015-12-31
10699	2015-10-09	52	3	2015-12-31
10700	2015-10-10	71	3	2015-12-31
10701	2015-10-13	37	6	2015-12-31
10702	2015-10-13	1	4	2015-12-31
10703	2015-10-14	24	6	2015-12-31
10704	2015-10-14	62	6	2015-12-31
10705	2015-10-15	35	9	2015-12-31
10706	2015-10-16	55	8	2015-12-31
10707	2015-10-16	4	4	2015-12-31
10708	2015-10-17	77	6	2015-12-31
10709	2015-10-17	31	1	2015-12-31
10710	2015-10-20	27	1	2015-12-31
10711	2015-10-21	71	5	2015-12-31
10712	2015-10-21	37	3	2015-12-31
10713	2015-10-22	71	1	2015-12-31
10714	2015-10-22	71	5	2015-12-31
10715	2015-10-23	9	3	2015-12-31
10716	2015-10-24	64	4	2015-12-31
10717	2015-10-24	25	1	2015-12-31
10718	2015-10-27	39	1	2015-12-31
10719	2015-10-27	45	8	2015-12-31
10720	2015-10-28	61	8	2015-12-31
10721	2015-10-29	63	5	2015-12-31
10722	2015-10-29	71	8	2015-12-31
10723	2015-10-30	89	3	2015-12-31
10724	2015-10-30	51	8	2015-12-31
10725	2015-10-31	21	4	2015-12-31
10726	2015-11-03	19	4	2015-12-31
10727	2015-11-03	66	2	2015-12-31
10728	2015-11-04	62	4	2015-12-31
10729	2015-11-04	47	8	2015-12-31
10730	2015-11-05	9	5	2015-12-31
10731	2015-11-06	14	7	2015-12-31
10732	2015-11-06	9	3	2015-12-31
10733	2015-11-07	5	1	2015-12-31
10734	2015-11-07	31	2	2015-12-31
10735	2015-11-10	45	6	2015-12-31
10736	2015-11-11	37	9	2015-12-31
10737	2015-11-11	85	2	2015-12-31
10738	2015-11-12	74	2	2015-12-31
10739	2015-11-12	85	3	2015-12-31
10740	2015-11-13	89	4	2015-12-31
10741	2015-11-14	4	4	2015-12-31
10742	2015-11-14	10	3	2015-12-31
10743	2015-11-17	4	1	2015-12-31
10744	2015-11-17	83	6	2015-12-31
10745	2015-11-18	63	9	2015-12-31
10746	2015-11-19	14	1	2015-12-31
10747	2015-11-19	59	6	2015-12-31
10748	2015-11-20	71	3	2015-12-31
10749	2015-11-20	38	4	2015-12-31
10750	2015-11-21	87	9	2015-12-31
10751	2015-11-24	68	3	2015-12-31
10752	2015-11-24	53	2	2015-12-31
10753	2015-11-25	27	3	2015-12-31
10754	2015-11-25	49	6	2015-12-31
10755	2015-11-26	9	4	2015-12-31
10756	2015-11-27	75	8	2015-12-31
10757	2015-11-27	71	6	2015-12-31
10758	2015-11-28	68	3	2015-12-31
10759	2015-11-28	2	3	2015-12-31
10760	2015-12-01	50	4	2015-12-31
10761	2015-12-02	65	5	2015-12-31
10762	2015-12-02	24	3	2015-12-31
10763	2015-12-03	23	3	2015-12-31
10764	2015-12-03	20	6	2015-12-31
10765	2015-12-04	63	3	2015-12-31
10766	2015-12-05	56	4	2015-12-31
10767	2015-12-05	76	4	2015-12-31
10768	2015-12-08	4	3	2015-12-31
10769	2015-12-08	83	3	2015-12-31
10770	2015-12-09	34	8	2015-12-31
10771	2015-12-10	20	9	2015-12-31
10772	2015-12-10	44	3	2015-12-31
10773	2015-12-11	20	1	2015-12-31
10774	2015-12-11	24	4	2015-12-31
10775	2015-12-12	78	7	2015-12-31
10776	2015-12-15	20	1	2015-12-31
10777	2015-12-15	31	7	2015-12-31
10778	2015-12-16	5	3	2015-12-31
10779	2015-12-16	52	3	2015-12-31
10780	2015-12-16	46	2	2015-12-31
10781	2015-12-17	87	2	2015-12-31
10782	2015-12-17	12	9	2015-12-31
10783	2015-12-18	34	4	2015-12-31
10784	2015-12-18	49	4	2015-12-31
10785	2015-12-18	33	1	2015-12-31
10786	2015-12-19	62	8	2015-12-31
10787	2015-12-19	41	2	2015-12-31
10788	2015-12-22	63	1	2015-12-31
10789	2015-12-22	23	1	2015-12-31
10790	2015-12-22	31	6	2015-12-31
10791	2015-12-23	25	6	2015-12-31
10792	2015-12-23	91	1	2015-12-31
10793	2015-12-24	4	3	2015-12-31
10794	2015-12-24	61	6	2015-12-31
10795	2015-12-24	20	8	2015-12-31
10796	2015-12-25	35	3	2015-12-31
10797	2015-12-25	17	7	2015-12-31
10798	2015-12-26	38	2	2015-12-31
10799	2015-12-26	39	9	2015-12-31
10800	2015-12-26	72	1	2015-12-31
10801	2015-12-29	8	4	2015-12-31
10802	2015-12-29	73	4	2015-12-31
10803	2015-12-30	88	4	2015-12-31
10804	2015-12-30	72	6	2015-12-31
10805	2015-12-30	77	2	2015-12-31
10806	2015-12-31	84	3	2015-12-31
10807	2015-12-31	27	4	2015-12-31
10808	2016-01-01	55	2	2016-12-31
10809	2016-01-01	88	7	2016-12-31
10810	2016-01-01	42	2	2016-12-31
10811	2016-01-02	47	8	2016-12-31
10812	2016-01-02	66	5	2016-12-31
10813	2016-01-05	67	1	2016-12-31
10814	2016-01-05	84	3	2016-12-31
10815	2016-01-05	71	2	2016-12-31
10816	2016-01-06	32	4	2016-12-31
10817	2016-01-06	39	3	2016-12-31
10818	2016-01-07	49	7	2016-12-31
10819	2016-01-07	12	2	2016-12-31
10820	2016-01-07	65	3	2016-12-31
10821	2016-01-08	75	1	2016-12-31
10822	2016-01-08	82	6	2016-12-31
10823	2016-01-09	46	5	2016-12-31
10824	2016-01-09	24	8	2016-12-31
10825	2016-01-09	17	1	2016-12-31
10826	2016-01-12	7	6	2016-12-31
10827	2016-01-12	9	1	2016-12-31
10828	2016-01-13	64	9	2016-12-31
10829	2016-01-13	38	9	2016-12-31
10830	2016-01-13	81	4	2016-12-31
10831	2016-01-14	70	3	2016-12-31
10832	2016-01-14	41	2	2016-12-31
10833	2016-01-15	56	6	2016-12-31
10834	2016-01-15	81	1	2016-12-31
10835	2016-01-15	1	1	2016-12-31
10836	2016-01-16	20	7	2016-12-31
10837	2016-01-16	5	9	2016-12-31
10838	2016-01-19	47	3	2016-12-31
10839	2016-01-19	81	3	2016-12-31
10840	2016-01-19	47	4	2016-12-31
10841	2016-01-20	76	5	2016-12-31
10842	2016-01-20	80	1	2016-12-31
10843	2016-01-21	84	4	2016-12-31
10844	2016-01-21	59	8	2016-12-31
10845	2016-01-21	63	8	2016-12-31
10846	2016-01-22	76	2	2016-12-31
10847	2016-01-22	71	4	2016-12-31
10848	2016-01-23	16	7	2016-12-31
10849	2016-01-23	39	9	2016-12-31
10850	2016-01-23	84	1	2016-12-31
10851	2016-01-26	67	5	2016-12-31
10852	2016-01-26	65	8	2016-12-31
10853	2016-01-27	6	9	2016-12-31
10854	2016-01-27	20	3	2016-12-31
10855	2016-01-27	55	3	2016-12-31
10856	2016-01-28	3	3	2016-12-31
10857	2016-01-28	5	8	2016-12-31
10858	2016-01-29	40	2	2016-12-31
10859	2016-01-29	25	1	2016-12-31
10860	2016-01-29	26	3	2016-12-31
10861	2016-01-30	89	4	2016-12-31
10862	2016-01-30	44	8	2016-12-31
10863	2016-02-02	35	4	2016-12-31
10864	2016-02-02	4	4	2016-12-31
10865	2016-02-02	63	2	2016-12-31
10866	2016-02-03	5	5	2016-12-31
10867	2016-02-03	48	6	2016-12-31
10868	2016-02-04	62	7	2016-12-31
10869	2016-02-04	72	5	2016-12-31
10870	2016-02-04	91	5	2016-12-31
10871	2016-02-05	9	9	2016-12-31
10872	2016-02-05	30	5	2016-12-31
10873	2016-02-06	90	4	2016-12-31
10874	2016-02-06	30	5	2016-12-31
10875	2016-02-06	5	4	2016-12-31
10876	2016-02-09	9	7	2016-12-31
10877	2016-02-09	67	1	2016-12-31
10878	2016-02-10	63	4	2016-12-31
10879	2016-02-10	90	3	2016-12-31
10880	2016-02-10	24	7	2016-12-31
10881	2016-02-11	12	4	2016-12-31
10882	2016-02-11	71	4	2016-12-31
10883	2016-02-12	48	8	2016-12-31
10884	2016-02-12	45	4	2016-12-31
10885	2016-02-12	76	6	2016-12-31
10886	2016-02-13	34	1	2016-12-31
10887	2016-02-13	29	8	2016-12-31
10888	2016-02-16	30	1	2016-12-31
10889	2016-02-16	65	9	2016-12-31
10890	2016-02-16	18	7	2016-12-31
10891	2016-02-17	44	7	2016-12-31
10892	2016-02-17	50	4	2016-12-31
10893	2016-02-18	39	9	2016-12-31
10894	2016-02-18	71	1	2016-12-31
10895	2016-02-18	20	3	2016-12-31
10896	2016-02-19	50	7	2016-12-31
10897	2016-02-19	37	3	2016-12-31
10898	2016-02-20	54	4	2016-12-31
10899	2016-02-20	46	5	2016-12-31
10900	2016-02-20	88	1	2016-12-31
10901	2016-02-23	35	4	2016-12-31
10902	2016-02-23	24	1	2016-12-31
10903	2016-02-24	34	3	2016-12-31
10904	2016-02-24	89	3	2016-12-31
10905	2016-02-24	88	9	2016-12-31
10906	2016-02-25	91	4	2016-12-31
10907	2016-02-25	74	6	2016-12-31
10908	2016-02-26	66	4	2016-12-31
10909	2016-02-26	70	1	2016-12-31
10910	2016-02-26	90	1	2016-12-31
10911	2016-02-26	30	3	2016-12-31
10912	2016-02-26	37	2	2016-12-31
10913	2016-02-26	62	4	2016-12-31
